Rate,Log[L]
0.1256033360879685,-126.4678510680071
0.1062557696391129,-122.9096819938389
0.204414615356326,-197.8087946524238
0.1200008694948864,-122.565601551644
0.08928178490104537,-100.0852784763559
0.06267205006270977,-73.55927361298815
0.08912148638868654,-100.1121399326677
0.0627033037058418,-76.06538428935806
0.06766491973756535,-79.89119986769359
0.08328935039138281,-97.17521824619067
0.1892239803252912,-198.2859601589323
0.1557120057974037,-223.3061520566377
0.05254985105921136,-85.42311278859049
0.1436709446003368,-199.1601553386922
0.05669455135319067,-86.20871533565915
0.1103668130041726,-161.4478021858088
0.1054299830339928,-151.3411871431082
0.07665828131559839,-111.6678120967136
0.03904142425307808,-71.65086727909467
0.06633568831632591,-106.6605715065423
0.1917609174005682,-269.609487719641
0.361378117616179,-446.2310636694505
0.4359005608342614,-517.0551561494166
0.2650984942545848,-306.9977866496542
0.05059672750485868,-87.71272618485004
0.05039959491374803,-88.71257064328758
0.1458563210490637,-210.7301652828707
0.05408436554281368,-90.73108005932392
0.09722367746760052,-156.9479332792383
0.03449170926673276,-61.74534453605587
0.1975237415783824,-276.6338296328717
0.08117538007062677,-130.7512506151085
0.1723282885642554,-252.2567965691485
0.1924635778177957,-264.8557254993893
0.1242437263956337,-178.8196881573264
0.4955065610464319,-582.4108750103055
0.3671583960466976,-452.47976216801
0.06826162568149079,-13.77561770080905
0.42518357645338,-521.3390139439416
0.1088526780206903,-174.0058676674814
0.159652083459412,-225.1005506700958
0.4313528053188481,-53.61867557112158
0.9935633184639279,-992.5187360282104
0.03428328167136707,-62.43467423691604
0.2895354566100883,-380.5752608216159
0.03812075427464188,-64.57682789928455
0.3528647562482516,-440.6950024303121
0.183724281627773,-257.1143318281668
0.1000158044167765,-149.9915922269448
0.038051428845723,-66.14467027974018
0.04575627322778716,-84.61546186682233
0.06106008000653008,-102.2590351398688
0.06491600204780014,-106.6947800904623
0.107400401488558,-171.4990016397491
0.05343065929550407,-89.31413625021835
0.06880551335450613,-114.0809083606752
0.08443481018073913,-137.228942365822
0.2708046130274512,-364.1498541649951
0.2440391246588362,-325.2145400542233
0.6729947596707436,-744.7534161963874
0.9941687084841192,-980.0278381871409
0.3903339004315758,-481.6812308099503
0.1080015636165224,-167.634131373822
2.185520130510798,-1065.580308299654
1.80361208973167,-1333.683738527592
2.608384277086896,-1562.411932705299
0.6413938425512319,-238.3397771089636
2.301845799776481,-341.4163606908442
1.892581310325616,-1094.549828595645
2.901060385565978,-1292.941940591442
3.808973979694427,-1301.400881020678
2.978279840944401,-139.1384560204407
4.042585873825661,-157.9828422073943
2.97198087559285,-148.4176632657262
5.724044064018275,-175.9106952612757
3.910996994724614,-207.0805086429278
4.367370915837276,-337.4662552329611
4.556299593673711,-554.9255919208318
4.177734889108977,-751.8749352286929
4.157913035144455,-958.4174029875328
3.757384011647098,-1100.611326221794
